2019-12-29 00:00:32.408 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteIconController - FrancisBlog: addSiteIcon -> {"siteIconColor":"","siteIconDescription":"肥肥肥","siteIconName":"QQ","siteIconUrl":"sdasa","siteIconValue":"#icon-QQ"}
2019-12-29 11:34:33.601 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:35:09.383 [http-nio-8080-exec-6] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 11:35:13.782 [http-nio-8080-exec-5] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:3
2019-12-29 11:42:40.861 [http-nio-8080-exec-2] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:3
2019-12-29 11:48:07.406 [http-nio-8080-exec-5] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 11:48:07.407 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:48:07.410 [http-nio-8080-exec-3] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:48:07.414 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 11:48:07.424 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 11:48:11.778 [http-nio-8080-exec-1] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:2
2019-12-29 11:53:42.859 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 11:53:42.872 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 11:53:42.874 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:53:42.876 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:53:42.880 [http-nio-8080-exec-1] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 11:55:50.384 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:55:50.387 [http-nio-8080-exec-3] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:55:50.390 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 11:55:50.398 [http-nio-8080-exec-7] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 11:55:50.399 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 11:55:55.645 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 11:55:55.645 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:55:55.647 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:55:55.650 [http-nio-8080-exec-9] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 11:55:55.666 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 11:55:55.704 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 11:56:05.934 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:56:05.935 [http-nio-8080-exec-2] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 11:56:05.936 [http-nio-8080-exec-1] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:56:06.039 [http-nio-8080-exec-10] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:56:06.040 [http-nio-8080-exec-10] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:57:23.222 [http-nio-8080-exec-4] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 11:57:23.236 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:57:23.239 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:57:23.354 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 11:57:23.357 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 11:58:37.244 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 11:58:55.816 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: addSiteFriendLink -> {"friendLinkDescription":"百度","friendLinkIconColor":"","friendLinkIconValue":"#icon-baidu","friendLinkName":"百度","friendLinkUrl":"www.baidu.com"}
2019-12-29 11:58:56.025 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 12:00:13.874 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 12:00:13.891 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:00:13.893 [http-nio-8080-exec-10] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:00:13.894 [http-nio-8080-exec-1] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:00:13.896 [http-nio-8080-exec-3] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 12:00:13.910 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 12:00:13.916 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 12:00:14.001 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:00:14.002 [http-nio-8080-exec-4] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:00:14.098 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:00:14.100 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:00:18.578 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:00:18.580 [http-nio-8080-exec-10] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:00:18.580 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:00:18.939 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:00:18.941 [http-nio-8080-exec-6] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:01:54.965 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 12:03:58.829 [http-nio-8080-exec-2] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 12:03:58.845 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:03:58.847 [http-nio-8080-exec-6] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX-2019-12-29
2019-12-29 12:03:58.851 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 12:03:58.874 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 12:03:58.882 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 12:05:53.991 [main] INFO  com.lgq.FrancisBlogApplication - Starting FrancisBlogApplication on DESKTOP-G6KT9CH with PID 5360 (I:\blog_for_feifeifei\blog-for-feifeifei\target\classes started by lin in I:\blog_for_feifeifei\blog-for-feifeifei)
2019-12-29 12:05:53.994 [main] INFO  com.lgq.FrancisBlogApplication - No active profile set, falling back to default profiles: default
2019-12-29 12:05:55.123 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-12-29 12:05:55.125 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-12-29 12:05:55.187 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 49ms. Found 0 repository interfaces.
2019-12-29 12:05:55.481 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$5eec0c96] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-29 12:05:55.775 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-12-29 12:05:55.787 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-12-29 12:05:55.795 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-12-29 12:05:55.795 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-12-29 12:05:55.803 [main] INFO  org.apache.catalina.core.AprLifecycleListener - An older version [1.2.17] of the APR based Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.21]
2019-12-29 12:05:55.803 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.17] using APR version [1.6.3].
2019-12-29 12:05:55.803 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-12-29 12:05:55.804 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-12-29 12:05:56.897 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.0.2o  27 Mar 2018]
2019-12-29 12:05:57.008 [main] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring embedded WebApplicationContext
2019-12-29 12:05:57.009 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2925 ms
2019-12-29 12:05:58.125 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-12-29 12:05:58.253 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-12-29 12:05:58.537 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-12-29 12:05:58.555 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-12-29 12:05:58.601 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-12-29 12:05:58.735 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllAlbumUsingGET_1
2019-12-29 12:05:58.847 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-12-29 12:05:58.870 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/francisblog/api/v1'
2019-12-29 12:05:58.874 [main] INFO  com.lgq.FrancisBlogApplication - Started FrancisBlogApplication in 5.44 seconds (JVM running for 7.244)
2019-12-29 12:06:13.956 [http-nio-8080-exec-5] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-12-29 12:06:13.956 [http-nio-8080-exec-5] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-12-29 12:06:13.965 [http-nio-8080-exec-5] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2019-12-29 12:06:14.004 [http-nio-8080-exec-3] INFO  com.lgq.controller.SiteTagController - FrancisBlog: getAllSiteTag
2019-12-29 12:06:14.004 [http-nio-8080-exec-2] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:06:14.006 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteIconController - FrancisBlog: getAllSiteIcon
2019-12-29 12:06:14.004 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteFriendLinkController - FrancisBlog: getAllSiteFriendLink
2019-12-29 12:06:14.008 [http-nio-8080-exec-4] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:06:14.015 [http-nio-8080-exec-1] INFO  com.lgq.controller.BlogController - FrancisBlog: getBlogList:1
2019-12-29 12:06:14.066 [http-nio-8080-exec-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-12-29 12:06:14.315 [http-nio-8080-exec-2] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-12-29 12:06:14.316 [http-nio-8080-exec-2] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-12-29 12:06:16.436 [http-nio-8080-exec-2] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:06:16.559 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:06:16.562 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:06:16.678 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:06:16.681 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:06:46.094 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:06:46.094 [http-nio-8080-exec-10] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:06:46.098 [http-nio-8080-exec-9] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:06:46.214 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:06:46.218 [http-nio-8080-exec-6] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:09:03.982 [http-nio-8080-exec-8] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:09:03.989 [http-nio-8080-exec-8] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:09:04.035 [http-nio-8080-exec-10] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:09:04.098 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:09:04.102 [http-nio-8080-exec-9] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:09:11.155 [http-nio-8080-exec-4] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteViewTrend
2019-12-29 12:09:31.717 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:09:31.721 [http-nio-8080-exec-5] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:09:31.723 [http-nio-8080-exec-3] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:09:31.836 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:09:31.840 [http-nio-8080-exec-1] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:10:21.593 [main] INFO  com.lgq.FrancisBlogApplication - Starting FrancisBlogApplication on DESKTOP-G6KT9CH with PID 19004 (I:\blog_for_feifeifei\blog-for-feifeifei\target\classes started by lin in I:\blog_for_feifeifei\blog-for-feifeifei)
2019-12-29 12:10:21.601 [main] INFO  com.lgq.FrancisBlogApplication - No active profile set, falling back to default profiles: default
2019-12-29 12:10:22.815 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-12-29 12:10:22.817 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-12-29 12:10:22.882 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 52ms. Found 0 repository interfaces.
2019-12-29 12:10:23.182 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$26cc744a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-29 12:10:23.491 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-12-29 12:10:23.503 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-12-29 12:10:23.511 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-12-29 12:10:23.511 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-12-29 12:10:23.517 [main] INFO  org.apache.catalina.core.AprLifecycleListener - An older version [1.2.17] of the APR based Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.21]
2019-12-29 12:10:23.518 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.17] using APR version [1.6.3].
2019-12-29 12:10:23.518 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-12-29 12:10:23.518 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-12-29 12:10:24.613 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.0.2o  27 Mar 2018]
2019-12-29 12:10:24.725 [main] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring embedded WebApplicationContext
2019-12-29 12:10:24.725 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2956 ms
2019-12-29 12:10:25.845 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-12-29 12:10:25.978 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-12-29 12:10:26.266 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-12-29 12:10:26.282 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-12-29 12:10:26.331 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-12-29 12:10:26.463 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllAlbumUsingGET_1
2019-12-29 12:10:26.577 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-12-29 12:10:26.600 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/francisblog/api/v1'
2019-12-29 12:10:26.603 [main] INFO  com.lgq.FrancisBlogApplication - Started FrancisBlogApplication in 5.677 seconds (JVM running for 7.485)
2019-12-29 12:10:37.925 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-12-29 12:10:37.926 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-12-29 12:10:37.936 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2019-12-29 12:10:37.964 [http-nio-8080-exec-1] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteViewTrend
2019-12-29 12:10:38.066 [http-nio-8080-exec-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-12-29 12:10:38.068 [http-nio-8080-exec-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-12-29 12:12:59.984 [http-nio-8080-exec-5] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:13:00.083 [http-nio-8080-exec-5] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2019-12-29 12:13:00.210 [http-nio-8080-exec-5] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:13:04.684 [http-nio-8080-exec-6] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteViewTrend
2019-12-29 12:13:08.277 [http-nio-8080-exec-7] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:13:08.277 [http-nio-8080-exec-8] INFO  com.lgq.controller.MenuController - FrancisBlog: getAllParentMenu
2019-12-29 12:13:08.280 [http-nio-8080-exec-7] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:13:08.400 [http-nio-8080-exec-9] INFO  com.lgq.controller.SiteController - FrancisBlog: getSiteInfo
2019-12-29 12:13:08.404 [http-nio-8080-exec-9] INFO  com.lgq.service.impl.SiteServiceImpl - DAY_PAGE_VIEW_PREFIX2019-12-29
2019-12-29 12:13:39.537 [main] INFO  com.lgq.FrancisBlogApplication - Starting FrancisBlogApplication on DESKTOP-G6KT9CH with PID 17988 (I:\blog_for_feifeifei\blog-for-feifeifei\target\classes started by lin in I:\blog_for_feifeifei\blog-for-feifeifei)
2019-12-29 12:13:39.540 [main] INFO  com.lgq.FrancisBlogApplication - No active profile set, falling back to default profiles: default
2019-12-29 12:13:41.099 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-12-29 12:13:41.103 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-12-29 12:13:41.173 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 56ms. Found 0 repository interfaces.
2019-12-29 12:13:41.533 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c423f665] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-29 12:13:41.855 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2019-12-29 12:13:41.868 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2019-12-29 12:13:41.878 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-12-29 12:13:41.878 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.17]
2019-12-29 12:13:41.885 [main] INFO  org.apache.catalina.core.AprLifecycleListener - An older version [1.2.17] of the APR based Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.21]
2019-12-29 12:13:41.886 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.17] using APR version [1.6.3].
2019-12-29 12:13:41.886 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2019-12-29 12:13:41.886 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2019-12-29 12:13:42.992 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.0.2o  27 Mar 2018]
2019-12-29 12:13:43.110 [main] INFO  o.a.c.c.C.[.[localhost].[/francisblog/api/v1] - Initializing Spring embedded WebApplicationContext
2019-12-29 12:13:43.110 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3528 ms
2019-12-29 12:13:44.300 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2019-12-29 12:13:44.449 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-12-29 12:13:44.894 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2019-12-29 12:13:44.911 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2019-12-29 12:13:44.957 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2019-12-29 12:13:45.099 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getAllAlbumUsingGET_1
